batch_size,metric,learning_type,dataset,split_type,model,seed,traj
16,r2,active,aqueous_solubility,random,AtomPair,3,"[-0.2740051201327702, -0.0238055534249712, -0.0508856477564922, -0.073337231982153, -0.0375285420929212, 0.0498296733933667, 0.0703056750668867, 0.0923077438937202, 0.124236798231559, 0.1395243540046923, 0.1636246577174366, 0.1703172362600671, 0.1629128481502797, 0.1390307166133575, 0.1584938882902932, 0.1453910578889892, 0.1678504932673595, 0.1520184581366022, 0.1495598761207965, 0.1516220323137348, 0.1582213660266419, 0.1536814022793167, 0.175416979534279, 0.1588732192025593, 0.1648689676504161, 0.1838888381041232, 0.1831953392548548, 0.1818952215182837, 0.15709237553756, 0.2034359887231578, 0.1691051342212902, 0.1814939843157905, 0.2051538290838915, 0.1997487932048872, 0.2039597656150757, 0.2089814608624091, 0.2018367715101922, 0.1795339647457063, 0.2164191988635875, 0.2099524302681726, 0.2126530832353121]"
16,r2,active,aqueous_solubility,random,AtomPair,4,"[0.0283671119607826, 0.052922057501296, 0.0570679494224664, 0.0380800462978089, 0.0909219574026286, 0.0573158547062651, 0.1228985386107175, 0.0879837795476402, 0.0908751839944496, 0.059719779638426, 0.068770083206379, 0.1308260936912288, 0.1273243580647314, 0.1585621716174466, 0.1385296677656786, 0.1335689998297616, 0.1490137280416432, 0.1678151074247446, 0.1627259144567857, 0.1412249956709219, 0.1621077988041163, 0.1438095651806631, 0.1670735104670581, 0.1534672335421608, 0.1609371758899791, 0.1668250922342182, 0.1614676489569502, 0.1828531800056977, 0.1679786719225847, 0.1777770852623028, 0.1775865026182543, 0.1737335341394335, 0.1921140950495042, 0.1908435095636371, 0.2097987661927428, 0.2116704229379502, 0.2135862287616469, 0.2129156246508394, 0.2074424128270713, 0.2165743746889572, 0.2203219296488709]"
16,r2,active,aqueous_solubility,random,AtomPair,5,"[-0.4623238867630408, -0.151540720593754, 0.0407153096384681, 0.100533059164086, 0.1282256901265376, 0.1452127675418841, 0.0969554400735595, 0.1851084324560593, 0.1938203887607252, 0.2089172872015118, 0.2289678518551314, 0.2277198551964183, 0.1869289723925711, 0.227332182675793, 0.2425187266166376, 0.2393318682291043, 0.2322310862775555, 0.237747732936681, 0.2356017707526876, 0.2336878065412384, 0.2369393344755753, 0.2329441759909198, 0.2274623190429004, 0.2358203372421359, 0.2354459408698577, 0.2381932506633655, 0.2393836228386539, 0.2478699075077338, 0.2467596654874825, 0.2411135185192878, 0.2563013072042228, 0.256291047818746, 0.2525705799996234, 0.2591372139090664, 0.2413457256661786, 0.239731758774182, 0.2416707673709339, 0.2582810709596169, 0.2646484821284532, 0.2673177653165686, 0.2497785583317184]"
16,r2,active,aqueous_solubility,random,AtomPair,6,"[0.0156489528751571, 0.0212974104190314, -0.064336452828176, 0.0558973682654583, 0.1462441146616185, 0.1740806885790883, 0.1978164651278305, 0.2219178086123859, 0.2287309012824272, 0.200384515022751, 0.2120375426519373, 0.2277695950649571, 0.2489356292873603, 0.2231708737367609, 0.2079081198533857, 0.2027241051516612, 0.2088503144599421, 0.2027479173081822, 0.21734174293164, 0.2366218765493928, 0.2284759293168772, 0.2336155523126977, 0.2089983512303466, 0.2316573830967121, 0.219383645029901, 0.2417291673195678, 0.2294302457783916, 0.2241532516726276, 0.2346195562858455, 0.2424907900229896, 0.2341994407168992, 0.2266477063002872, 0.2139986123013263, 0.2100968561068299, 0.2018344170415718, 0.2173144824621334, 0.2312888272667538, 0.2247555115081667, 0.2452942150974876, 0.2385595410640592, 0.247352670527588]"
16,r2,active,aqueous_solubility,random,AtomPair,7,"[-0.2151709786358651, 0.0682894827550678, 0.0919476414569565, 0.0776942932351575, 0.1158467236336295, 0.132628925446372, 0.1349507496266107, 0.1464518649602229, 0.1338967764857931, 0.1042797640574213, 0.0341373573240756, 0.0152346351808003, 0.0169598100578595, 0.0906162152027618, 0.08407560301155, 0.1121910527673553, 0.1289706983498433, 0.1172425210886713, 0.1427146144649475, 0.1414993399836763, 0.1607568896240521, 0.1476759379579278, 0.1531118046086835, 0.1402523710692711, 0.1193150378439515, 0.1340624910777567, 0.1251219319475223, 0.1406700025268623, 0.1683981412454563, 0.1518916034123857, 0.1365883191906214, 0.1394325280006484, 0.1307880615259125, 0.1566476980827365, 0.1896123497486215, 0.1969549684886582, 0.2011092908483961, 0.2052376030880519, 0.1968140654794032, 0.2113545439132788, 0.1897280060329075]"
16,r2,active,aqueous_solubility,random,AtomPair,8,"[-0.2416169576657312, 0.0137303567213491, 0.1087112592005247, -0.0078569495417293, 0.109037431639224, 0.0947865405132375, 0.1082536780907817, 0.1068560834516436, 0.0721555390429962, 0.099595132011189, 0.1102930761378142, 0.1661774613745156, 0.1594752442172289, 0.1550747817371367, 0.1749624637155997, 0.1640679272839367, 0.1400785908730013, 0.1446447284747382, 0.1632426345545473, 0.137258926315291, 0.1301430356978135, 0.1239814518960245, 0.1327279470178536, 0.1351327823913066, 0.1494754611392312, 0.1549776574706508, 0.1404354658903497, 0.161494616334155, 0.1655121673530808, 0.1552826636958093, 0.1607776698734664, 0.1635113948027522, 0.15985111299841, 0.1768974055841938, 0.1684841041279258, 0.1758757967563711, 0.1791266304901375, 0.1757510352408485, 0.1837122216706124, 0.1777267296144932, 0.1912143777640629]"
16,r2,active,aqueous_solubility,random,AtomPair,9,"[-1.251897433037808, 0.0319195788785439, 0.0646536182930727, 0.1839242807865314, 0.1768394636815021, 0.2055750184545657, 0.2202954257091817, 0.1800545024655203, 0.205388090914831, 0.2137269616635113, 0.2059524784297085, 0.2096248492204697, 0.2141074875318314, 0.2283025125504578, 0.2652796830377983, 0.254595336156453, 0.2566220927056615, 0.2754985528446142, 0.2839264991477667, 0.2801408055635149, 0.2621350021232442, 0.2810955841021133, 0.281127511137229, 0.2525950942199317, 0.2801293725938327, 0.2798112284877724, 0.2851047738527535, 0.2797719548228176, 0.2917804731958632, 0.2904360396131601, 0.2918508765198697, 0.2840047665907825, 0.297347325932189, 0.306015648589417, 0.3041988018523335, 0.305461689872628, 0.2945515249090558, 0.2827141887933563, 0.2918839835719859, 0.2885234416745676, 0.2859985482294787]"
16,r2,active,aqueous_solubility,random,Avalon,0,"[-0.0925301560193618, 0.055049188615006, 0.0458945594434743, 0.0645660037579408, 0.1019078828238954, 0.1357017422936021, 0.1431917447333967, 0.1108214192483444, 0.1189977658653431, 0.1255645584560809, 0.1452967408800433, 0.1400954131677267, 0.151653238059305, 0.1356752327989887, 0.1570856971551293, 0.1165810591761108, 0.130260341492576, 0.1482450217273018, 0.1246156753460288, 0.1271066403145628, 0.1721211084010122, 0.1466104474174576, 0.147179127715285, 0.152892053495131, 0.1654475472679929, 0.1848308809002438, 0.1745163931448055, 0.1827434470762223, 0.2015929623787052, 0.1975844570547141, 0.2001400569365544, 0.2089885713487351, 0.2029317695835893, 0.2083144802687415, 0.2076068383897641, 0.2000596834393667, 0.2131183178721377, 0.2242029089779768, 0.2277366377225977, 0.2202491062077518, 0.2196298124613693]"
16,r2,active,aqueous_solubility,random,Avalon,1,"[-0.1717557494835002, 0.0782640892151143, 0.0330151395016699, 0.000234644262603, -0.0569302381382295, -0.0499811007898265, -0.0549490223613629, -0.0171924011633213, 0.0928828344196783, 0.0472724181790172, 0.0804724486003426, 0.0989293827180288, 0.1167906099426827, 0.1330776953059037, 0.1403275548587085, 0.1364498868315419, 0.1306753307328603, 0.1066032002945435, 0.1450484005909557, 0.1262192693759889, 0.1374707034024535, 0.1222252512803164, 0.1426955521011366, 0.1743548261146048, 0.1580709947326547, 0.1779817499337032, 0.1880582792501348, 0.1903301795633991, 0.1996342592540837, 0.1962539140513785, 0.2024344733772857, 0.2004184840453419, 0.2001455949284869, 0.1768687570774859, 0.1893532863855822, 0.2270783232769374, 0.2144103612633414, 0.2180790846971473, 0.2217339405628897, 0.2425021699501326, 0.2437105296674581]"
16,r2,active,aqueous_solubility,random,Avalon,2,"[-0.0160987732668618, -0.578549416138358, 0.0557886111044167, 0.0787619041809677, 0.009742738821145, 0.003668381464475, 0.0319290155510819, 0.0632817598021411, 0.0700313413669966, 0.1050904929843103, 0.0869556416438356, 0.1210487755897536, 0.1047176543295733, 0.1115067411898027, 0.1361516391799698, 0.137228221213255, 0.1256798027086803, 0.0972151157590387, 0.1336286057462211, 0.1073970153609498, 0.114365848821168, 0.1063641313695176, 0.0990065972895216, 0.1022553636134564, 0.09962736822772, 0.0943573203400256, 0.0922725601747763, 0.1023339610677055, 0.1069396542501892, 0.1212763029075875, 0.1147159591695836, 0.1452606527986014, 0.1702564892953904, 0.1477979569867589, 0.1658984648385002, 0.1359348375215938, 0.1734910288573348, 0.190846248247588, 0.2086236643537464, 0.2173542997035732, 0.204741643845606]"
16,r2,active,aqueous_solubility,random,Avalon,3,"[-0.2710744642366656, -0.0942058480830969, -0.0447786735614572, -0.0217634684723173, -0.25509803931549, -0.0197374287325506, -0.0035154048580758, 0.0119100060723055, 0.0216569003868289, 0.030822335162651, 0.0110238813667707, 0.0071143459437665, 0.0156850694365847, 0.0287796029724268, 0.0274261974499562, 0.0422593800685233, 0.0629897026405204, 0.0639726152149742, 0.1263269707236013, 0.1577360845580204, 0.155830459185127, 0.1680882153922002, 0.1388996156158778, 0.1547920083996503, 0.1520330620243875, 0.1647268349876959, 0.1820091866861025, 0.1762478254323269, 0.221625250487174, 0.2017280858849816, 0.2002672900965997, 0.1836535376904462, 0.1938094034963765, 0.1908471728195411, 0.201142456021905, 0.2275289839273331, 0.226257287826798, 0.2174533566722076, 0.2332111313029858, 0.2520060406538412, 0.243101019302249]"
16,r2,active,aqueous_solubility,random,Avalon,4,"[0.0136233873811517, -0.0456745943987277, -0.0806118363704304, -0.05732403163868, -0.0054712050967906, 0.0079777686131675, 0.0622354057329636, 0.0934875689282376, 0.0760102033632477, 0.0977845045670043, 0.1045352421225483, 0.1121782162582191, 0.0933234935579648, 0.0516860697397563, 0.0728817509322424, 0.0846094123514463, 0.1234660652712098, 0.0990963594337125, 0.1348799448532435, 0.1326310626394398, 0.1131146405278308, 0.1255755310040884, 0.1278027495676135, 0.160475715991274, 0.1862499884939007, 0.1824953709448623, 0.1903120156026261, 0.2020050856181428, 0.1925428034354963, 0.1981019701981275, 0.1946465328272778, 0.1671727111918661, 0.2076908173308218, 0.2181214054073523, 0.2281477559774509, 0.216917396258634, 0.2127233657401367, 0.1996719275034431, 0.2332829698470255, 0.2212883598766104, 0.2487155743195958]"
16,r2,active,aqueous_solubility,random,Avalon,5,"[-0.4707889599659114, -0.0445532337916247, 0.0580345438137661, 0.1090073422218058, 0.0272520664652469, 0.082222299574854, 0.1467551590128354, 0.1425466571146688, 0.1967195416174934, 0.2279818578787227, 0.2064292053544351, 0.2400428943265635, 0.2221718625459664, 0.2131336393392633, 0.2193125601626572, 0.2201818932424833, 0.2213964633265387, 0.2237417559176499, 0.2064116919106201, 0.2248217898630263, 0.2232789394481207, 0.228274026532385, 0.1975506652786408, 0.2046718130622136, 0.2084643530919186, 0.1787584302245701, 0.1857783423111855, 0.2089033696125769, 0.1994820095475437, 0.2133837775114634, 0.2166840404568072, 0.2391229853432782, 0.2187298880975936, 0.2224927026037263, 0.2311457066160537, 0.2257182515953751, 0.219511368440444, 0.2269359984126129, 0.2382273201268832, 0.2454858126386625, 0.2426162962603784]"
16,r2,active,aqueous_solubility,random,Avalon,6,"[0.0095000171203101, 0.0606815858509799, 0.0536237530291292, 0.0616354883767185, 0.0831313669459357, 0.1013429294318629, 0.1157205513254611, 0.1038507678230985, 0.1169743813640707, 0.1297978475213459, 0.1564185195774592, 0.1297999954177061, 0.1600933749603783, 0.1290683256801956, 0.1509738550435972, 0.1414890208938084, 0.1622901043810789, 0.1764816717382568, 0.1512746096476815, 0.1553751087748937, 0.132383928880447, 0.1610914302336625, 0.14770413327328, 0.1497008015796069, 0.1308131338383734, 0.1411237327434299, 0.1682964577927813, 0.1670692992082163, 0.172855423832017, 0.1762733751429337, 0.1912005387846121, 0.2044040500927103, 0.1879614463743435, 0.213490263188987, 0.2189864669114117, 0.2081933237631952, 0.2333407283670997, 0.2290413013932847, 0.2313235758136793, 0.2291792297132829, 0.2313682548347678]"
16,r2,active,aqueous_solubility,random,Avalon,7,"[-0.1984798366311417, -0.0841337637466566, 0.0126098075954642, 0.021177823475481, 0.0602312208586609, 0.0722066746461352, 0.038641203588026, 0.0720849470140377, 0.1183056442443165, 0.1156973044423818, 0.0848206308358238, 0.0585652585883172, 0.0954401037383037, 0.083508270602474, 0.12431652001879, 0.1071637763532201, 0.1004055336592496, 0.0901922017112762, 0.083522355857074, 0.0843771528249405, 0.0812261067282764, 0.0740246696637374, 0.0890445174645796, 0.104250150579174, 0.0992061152039588, 0.1292819806196994, 0.1545984962696988, 0.1497421423826836, 0.1808884152108186, 0.1519701963305074, 0.1492810062609378, 0.1460658804930432, 0.1467863200410747, 0.1686742737608269, 0.1919288513664585, 0.1694369602343265, 0.1575589075302417, 0.1993952839387102, 0.1981571231905043, 0.2137774245958066, 0.2051943403168245]"
16,r2,active,aqueous_solubility,random,Avalon,8,"[-0.2559308127596678, -0.0210244473617857, -0.0395162285529508, -0.0142173944307992, 0.0025580784298846, 0.0401242382347634, 0.0622036866566204, 0.0651042235144999, 0.0931039317770262, 0.0912558931600557, 0.0848138707472535, 0.111195781991327, 0.138102920768655, 0.1105134801040488, 0.0997687811808215, 0.1274368933973667, 0.1350532253078428, 0.1566861337779164, 0.1544387804449362, 0.1472534078449606, 0.1745130154956155, 0.1606231884027323, 0.168871761172592, 0.1766527208471523, 0.1872278842952788, 0.1808976168968485, 0.1952714143507457, 0.1788457180405136, 0.2054079033765193, 0.1851332106564512, 0.1908292734566654, 0.1936843137763368, 0.1870889784583285, 0.2053639643413928, 0.2198046244297976, 0.205537854451075, 0.2103886276579152, 0.2186784579106994, 0.22271039951246, 0.2248559720175944, 0.236958657188523]"
16,r2,active,aqueous_solubility,random,Avalon,9,"[-1.1721520506559615, 0.0805575663848914, 0.0596368324250182, 0.072537328442517, 0.0666709338593973, 0.174217514593855, 0.1308932824671534, 0.0936682142669322, 0.0809884104093494, 0.0875817065365803, 0.1650563113348008, 0.1788095442099679, 0.1732927495540751, 0.1744636830769457, 0.1554883061625951, 0.2031133283006523, 0.2055025225499099, 0.2049922506331111, 0.1907145289036975, 0.2083485763039576, 0.2224236203034936, 0.2156371281525126, 0.2314931538736665, 0.2195763090812854, 0.2062535672432739, 0.1891253478885219, 0.2079134102695004, 0.2284869212705009, 0.2248760423569861, 0.2283612807594756, 0.2415883370735893, 0.2399629528489971, 0.2480982461627534, 0.249054861466936, 0.2426980119421903, 0.2296493084204657, 0.2528106955594074, 0.2682272648569842, 0.2687527897442769, 0.2729800592275349, 0.2661954854156115]"
16,r2,active,aqueous_solubility,random,AvalonCount,0,"[-0.1091939657637548, 0.063009690188988, 0.1155576813540714, -0.007035387483061, 0.1700024045933169, 0.1631023986449782, 0.1905396055362198, 0.184270393204637, 0.1605594486882344, 0.2117570230410688, 0.2169557966380285, 0.2150559159563784, 0.2094538861063698, 0.1730541938134602, 0.2091856647691086, 0.2349993626504901, 0.2168698684266566, 0.2383175086856224, 0.254966682112302, 0.2491439921248386, 0.2687986106819418, 0.2746750930841352, 0.2754304559555649, 0.2740169993903953, 0.2867609404761746, 0.2934848504480766, 0.3066865872965837, 0.3362026960913229, 0.3099886409113834, 0.316612417476535, 0.3119280326937456, 0.3160460085980351, 0.3075235623802625, 0.2914343287089034, 0.3062558401169437, 0.3108891405819139, 0.3062807871762041, 0.326758459334654, 0.3473327314064418, 0.3397606365625918, 0.3328241407516257]"
16,r2,active,aqueous_solubility,random,AvalonCount,1,"[-0.1841351092430327, -0.1871970199844466, -0.0537592696523581, 0.1276309522586576, 0.1661764218451527, 0.1561022744981128, 0.0874875480374695, 0.0781664600394117, 0.0678822783750956, 0.0793203229763457, 0.0889379132465448, 0.0366629664982888, 0.0666640811054188, 0.1123395627036478, 0.1422167306585064, 0.1457080813462018, 0.1569455795052751, 0.182655817158193, 0.1965964614914275, 0.1907898273576814, 0.1675815714852062, 0.2265383496152236, 0.2466259663414703, 0.2824919894442751, 0.2719837743637338, 0.2693409379211539, 0.279324550230429, 0.2920693088407718, 0.2984060574667081, 0.2969033334106209, 0.3080151247846483, 0.3072796043980228, 0.3077343434149411, 0.3023768243015895, 0.3181909542835132, 0.3215909159794944, 0.3220800479424229, 0.3276448135548953, 0.3065017696290176, 0.3111934037705283, 0.3084445819099012]"
16,r2,active,aqueous_solubility,random,AvalonCount,2,"[-0.0191480524121001, 0.0218141411424871, 0.0217096260027985, 0.0876390838419463, 0.0866560071504933, 0.0767802978897491, 0.0734217425465152, 0.1429924597979281, 0.0939971611933552, 0.1342357485553635, 0.1374633606434898, 0.137706971410853, 0.1332123115483605, 0.1729734675718197, 0.1927771253755364, 0.1711081670666339, 0.2140911985249721, 0.2189833375586612, 0.2073628986861362, 0.2025879820849883, 0.2083936575603131, 0.1816013080646171, 0.1858048160877508, 0.2006702731770928, 0.2122799781521106, 0.20261865213672, 0.2240820414355701, 0.2219804638690177, 0.2206186674353532, 0.2153724003584711, 0.2304373722072058, 0.2481654309562565, 0.2699279625110488, 0.2708211758243281, 0.2709316737492414, 0.2812308882794154, 0.2708373401915807, 0.2710896411181901, 0.2776385564048662, 0.283053262131853, 0.2867895105855622]"
16,r2,active,aqueous_solubility,random,AvalonCount,3,"[-0.2738917895471904, 0.0070467477496599, -0.0450418325902086, 0.0200808366104108, 0.0902098732487488, 0.0869237406203384, 0.0972207017077715, 0.1505465225561728, 0.1384477149153887, 0.1452727296917429, 0.127377662294563, 0.169522869970773, 0.1746899104170134, 0.1817705196917802, 0.1596191821816488, 0.1959870241551119, 0.1824586521552481, 0.2005060405997748, 0.1943160541752185, 0.2367356507612895, 0.2505792707143911, 0.2392296374446705, 0.239541445591967, 0.245541055577344, 0.2468338568027933, 0.2591739048440057, 0.2423372388564263, 0.264390670229183, 0.2767800656463426, 0.2928990265141573, 0.2892279166552861, 0.2946001815883395, 0.3019276781744602, 0.3085542711467708, 0.3150040046377448, 0.2859578014656834, 0.3116075828734611, 0.3103967749326287, 0.3158646563971424, 0.3203967558361926, 0.311563499130205]"
16,r2,active,aqueous_solubility,random,AvalonCount,4,"[0.0081379470327345, 0.0087684609200496, -0.0462860231449218, 0.04370082249017, 0.1020598829150412, 0.156866562142086, 0.1656603987679847, 0.1655654613076044, 0.172370687576786, 0.1431627361790605, 0.1919236898539985, 0.1901285501888713, 0.1667503903511474, 0.2053949254522065, 0.1973131953497349, 0.2102640885525045, 0.2424872792944432, 0.2443917294994034, 0.2421666347581758, 0.2692202916041749, 0.2751075377162579, 0.2619095438562033, 0.2708740183497551, 0.2848751533856224, 0.2849184972267462, 0.3012895693066917, 0.2789470285377986, 0.2632880591199092, 0.2887002593338411, 0.2778788789421308, 0.2745937286199885, 0.2890004516770865, 0.2879560339968009, 0.2811726216267726, 0.2880684732699299, 0.2805092768570815, 0.2892756698576354, 0.3131371364597721, 0.2981253760048692, 0.3102033057767193, 0.3019435437622135]"
16,r2,active,aqueous_solubility,random,AvalonCount,5,"[-0.4694650310582435, -0.0829226266222318, 0.0040999603583371, 0.0989372660431817, 0.0933794216261443, 0.0687412592043068, 0.0605292977340464, 0.1079190506824403, 0.0961615719856415, 0.1156926129622689, 0.1509540428179487, 0.1908282714581617, 0.1677181814703745, 0.2047049768371334, 0.2286441071612363, 0.2144333087660895, 0.2141624646906611, 0.2253347846885912, 0.2263016349930467, 0.2222297982356343, 0.2157193028581844, 0.230161213757978, 0.260098822366329, 0.2655169817932923, 0.2660589334950725, 0.2922967484581379, 0.285838116504099, 0.3029308566950714, 0.2948793367573087, 0.2969659682683558, 0.2815351244546148, 0.2735115471310865, 0.2733621743878479, 0.2781256496396435, 0.2826388742222097, 0.2903949320974243, 0.3101005892603744, 0.3053585125846351, 0.3130679854496974, 0.3151086514158706, 0.3256615351799401]"
16,r2,active,aqueous_solubility,random,AvalonCount,6,"[0.0082484478289059, -0.040995392118349, 0.1082025162985482, 0.1459267748478196, 0.1194490498323354, 0.1109940491803501, 0.170342256146313, 0.0654334521044746, 0.1366379712888187, 0.1337644880813813, 0.1447347664281352, 0.1784348086864304, 0.2315015258375155, 0.2232265825882737, 0.2508241868659603, 0.2361748204968733, 0.2576406226090934, 0.2721858320056982, 0.2808333152481937, 0.2707866970437832, 0.2817573252865201, 0.2807825990505385, 0.2650020454292564, 0.2671987197666464, 0.2736200003015913, 0.2719039672112504, 0.2765634483714397, 0.2909462674002625, 0.3128886961744244, 0.3000873048317271, 0.3198233052185724, 0.3369847285787587, 0.3249464907436581, 0.330640745224704, 0.3300405029023117, 0.3313049202125111, 0.350807183807581, 0.3384909760487354, 0.3535608234832262, 0.3334385610722283, 0.341888602134918]"
16,r2,active,aqueous_solubility,random,AvalonCount,7,"[-0.1927673840511121, 0.112220760709805, 0.1148206225649864, 0.1725428671737793, 0.1755507652685185, 0.1645807174030863, 0.1361407408029601, 0.1525313030696466, 0.1747241647900483, 0.189139453999659, 0.1727300671425322, 0.1765339349000112, 0.1580516945195252, 0.1867368452062681, 0.2141947468045917, 0.2103781246071556, 0.1188356232764573, 0.12957488709973, 0.1444749402580624, 0.1573766054385145, 0.1266044196993963, 0.1404074628653773, 0.1886725337330469, 0.1874325522369411, 0.1961292925410909, 0.185380672970286, 0.1823399879579641, 0.2154663664815469, 0.2068834825557707, 0.2155276679582265, 0.2651154151999493, 0.2648396597198146, 0.2552121908757572, 0.2707169945411017, 0.2487750260193535, 0.2511993596265419, 0.2572668367488079, 0.2715063009038294, 0.2962540601755508, 0.2935151952362914, 0.3182742778486721]"
16,r2,active,aqueous_solubility,random,AvalonCount,8,"[-0.2598742984152828, 0.108091733911493, 0.0919418040736786, 0.0249166029861227, 0.0230432004788888, 0.1025619744956155, 0.129297951496903, 0.1536859888017658, 0.1592929220620955, 0.165410701118489, 0.1532058583613053, 0.1388976139759032, 0.1254599101429986, 0.1493640000526231, 0.1330028545713942, 0.1296052087967937, 0.1496985578531501, 0.1312078386536121, 0.1229811603698994, 0.1346576070142635, 0.1442727841813965, 0.1466474822374424, 0.1330745720919603, 0.1449024064495753, 0.1528862999635256, 0.1825849872182461, 0.1972965916779765, 0.2023976048880624, 0.2071717617122378, 0.2131012864890474, 0.2118950200833788, 0.1863303055861133, 0.2139540686719764, 0.2059154525378465, 0.2076588226795436, 0.2229700290758747, 0.2273943296220902, 0.2256703749735531, 0.2449006092351503, 0.2356468329972479, 0.239336672240091]"
16,r2,active,aqueous_solubility,random,AvalonCount,9,"[-1.0978102014172737, 0.0094670843522647, 0.0597165543409592, 0.0627622088735657, 0.2036364437628407, 0.1801866272707292, 0.2024879133500283, 0.2529006730452725, 0.2584430282824121, 0.2678153285279271, 0.254160865242561, 0.273266614639932, 0.2478308713389171, 0.2364438466835885, 0.2456820358579915, 0.2666498548098095, 0.2781848459638034, 0.2903174368021057, 0.2908613408854043, 0.2935533516695647, 0.313344250800735, 0.3140964874475669, 0.3100665632818661, 0.3045870831958335, 0.311756870351574, 0.3169589144991219, 0.3356377811258448, 0.3434096262650516, 0.3099193682414161, 0.3137215615789053, 0.3114084632236479, 0.3144759120346079, 0.3291264979277672, 0.3135113803638797, 0.3239781723298377, 0.3368844212634422, 0.3337038632912671, 0.3426533530098012, 0.3338446482888696, 0.346448883672536, 0.3533672912128764]"
16,r2,active,aqueous_solubility,random,Layered,0,"[-0.0640288811632039, -0.0150918025746826, 0.0428746786585322, 0.1352716908515636, 0.1664373841899111, 0.1369189155191673, 0.1076192853600984, 0.0730543789764506, 0.0953010285871787, 0.1268080133035687, 0.1529640023378191, 0.144022587771726, 0.1342610682990069, 0.1425389006611521, 0.1774443758484125, 0.1911203733893093, 0.1684737353759869, 0.1883893858883208, 0.1514084056585247, 0.1591893079085039, 0.1401367271120601, 0.1665796927840546, 0.1842350840336939, 0.1451680049185326, 0.1755013895327496, 0.1832134427462328, 0.1901382688689765, 0.1806215100364816, 0.1773938231573465, 0.1603097739655766, 0.1622362857735637, 0.155762496951937, 0.207960484164143, 0.1844428471170098, 0.1982692191561901, 0.1833660021485462, 0.1890166031597214, 0.2021063854726125, 0.2199410877489703, 0.2089585184199368, 0.2088220313557918]"
16,r2,active,aqueous_solubility,random,Layered,1,"[-0.1448350856084943, -0.072303206979962, 0.0707776544116707, 0.0183256281020864, 0.0655933999713671, 0.0670866828875424, 0.06594819770662, 0.0593358345206126, 0.06481287533336, 0.1099841665265261, 0.1087268338893578, 0.0937972632697309, 0.0922690807577172, 0.085835790646222, 0.1007335235187323, 0.0922532428832111, 0.136195261590449, 0.1260881131300114, 0.1371756158907008, 0.1651948381681405, 0.156020205736028, 0.1624802242914412, 0.1916212384325193, 0.1843881309542703, 0.2061713710907485, 0.195019986877666, 0.1913232974915032, 0.1879951016859071, 0.1897708325617065, 0.2048018004243502, 0.2166487906404438, 0.2244786815433491, 0.2221587165635852, 0.2129392178969509, 0.2073634640155068, 0.210782995299209, 0.2093494575985406, 0.1927996028434219, 0.2183353442334682, 0.2227284838390809, 0.2184422442183604]"
16,r2,active,aqueous_solubility,random,Layered,2,"[-0.010168731081767, 0.0003588407909991, 0.0051518561685074, -0.0459487531693996, -0.0819533630398372, -0.054036736910543, -0.0785048176523526, -0.1030987618308847, -0.0657310853101433, -0.0324728782873044, -0.0350291222480432, -0.0484374590784772, -0.0255310939987327, -0.0696648382047171, 0.0131291289377756, 0.0006405122437751, 0.0269139312270517, 0.0172545172164098, 0.0156557373213906, -0.0243831440181467, 0.0541683173886119, 0.0572786120669203, 0.0737854651081557, 0.0393161618586562, 0.0667181712024426, 0.0836469537606533, 0.07368788468313, 0.1062320791990323, 0.0920260305421318, 0.0791191006880289, 0.0814574116771663, 0.0930485626003829, 0.0774001650449918, 0.0998355045640932, 0.0986090284459146, 0.1000870770215247, 0.1092993219963797, 0.1231186542671092, 0.1171782132512052, 0.1345028961855832, 0.1428255731830322]"
16,r2,active,aqueous_solubility,random,Layered,3,"[-0.2740862687503398, 0.0644608372085592, -0.0930251065013572, -0.1244911898648888, -0.0771298749103273, -0.0258703967206554, 0.0076255760777941, 0.016633722475942, 0.0399021051134576, 0.0663161820435145, 0.05268972112356, 0.1092639499508403, 0.0973895045640437, 0.0787369204550845, 0.1195222646760174, 0.1330774505343347, 0.1367681418976613, 0.115484644122847, 0.1579310479395587, 0.1389532660230962, 0.1272327417564217, 0.0953212041850667, 0.1470805186942845, 0.1384209657863186, 0.1271754456526899, 0.1570796270840216, 0.1340555152445742, 0.1399100600162841, 0.1380678410612618, 0.1553485901400257, 0.1642466007678473, 0.1658671691785326, 0.1558270855659355, 0.1783554195812486, 0.1838064890480166, 0.1908359153004262, 0.2094093206408376, 0.1872933898828612, 0.2009845282043213, 0.2077005945768326, 0.2205442720108682]"
16,r2,active,aqueous_solubility,random,Layered,4,"[0.0047729501298834, 0.0137253243917229, 0.0114051707529505, 0.0335181698565121, -0.0815762749735611, 0.0369310683308914, 0.0592260613660708, 0.0781780943584669, 0.0597325303943344, 0.0685304552101728, 0.082209313943485, 0.1038465724897053, 0.1112537083524469, 0.0655519757696003, 0.0888496815000596, 0.0925592821291496, 0.1375104409592271, 0.122845510787462, 0.1543166432203132, 0.1295370656816427, 0.138916336800058, 0.1515595657364635, 0.1814538467923848, 0.1967595776262717, 0.1631715011153769, 0.16183754629985, 0.1743872744160004, 0.1837043781897964, 0.1744389895591632, 0.1915284933983323, 0.2014340959018069, 0.1880239403961311, 0.2057683228213389, 0.1933672262161094, 0.1854271049069772, 0.1968620855194962, 0.178185984614019, 0.1990887228517749, 0.1978037309874964, 0.2101823660995718, 0.1991022753805084]"
